"CASE","STARTED","EE01","HH01_01","HH01_02","HH01_03","HH01_04","HH01_05","HH01_06","HH01_07","HH01_08","HH01_09","HH01_10","HH01_11","HH01_12","HH01_13","HH01_14","HH01_15","HH01_16","IV01_01","IV01_02","IV01_03","IV01_04","IV01_05","IV01_06","IV01_07","IV01_08","IV01_09","IV01_10","IV01_11","IV01_12","IV01_13","IV01_14","IV01_15","IV01_16","IV01_17","IV01_18","IV01_19","IV01_20","IV01_21","IV01_22","IV01_23","IV01_24","IV01_25","IV01_26","IV01_27","IV01_28","IV01_29","IV01_30","IV01_31","IV01_32","IV01_33","IV01_34","IV01_35","IV01_36","IV01_37","IV01_38","IV01_39","IV01_40","IV01_41","IV01_42","IV01_43","IV01_44","IV01_45","IV01_46","IV01_47","IV01_48","IV01_49","IV01_50","IV01_51","IV01_52","IV01_53","IV01_54","IV01_55","IV01_56","IV01_57","IV01_58","IV01_59","IV01_60","IV01_61","IV01_62","IV01_63","IV01_64","IV01_65","IV01_66","IV01_67","IV02_01","IV02_02","IV02_03","KV01","KV02","KV03","KV04","KV05","KV06","RA01_01","RA01_02","SA01_01","SA02_01","SA03_01","SA04_01","SA05_01","SA06_01","SA07_01","SA08_01","SA09_01","SA10_01","SA11_01","SA12_01","SA13_01","SA14_01","SA15_01","SA16_01","SA17_01","SA18_01","SA19_01","SA20_01","SA21_01","SA22_01","SA23_01","SA24_01","SA25_01","SA26_01","SA27_01","SA28_01","SA29_01","SA30_01","SA31_01","SA32_01","SA33_01","SA34_01","SA35_01","SA36_01","SA37_01","SA38_01","SA39_01","SA40_01","SA41_01","SA42_01","SA43_01","SA44_01","SA45_01","SA46_01","SA47_01","SA48_01","SA49_01","SA50_01","SA51_01","SA52_01","SA53_01","SA54_01","SA55_01","SA56_01","SA57_01","SA58_01","SA59_01","SA60_01","SA61_01","SA62_01","SA63_01","SA64_01","SA65_01","SA66_01","SA67_01","SV01","SV02","SV03","SV04","SV05","SV06","SV07","SV08","SV09","SV10","SV11","SV12","SV13","SV14","SV15","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME011","TIME012","TIME014","TIME015","TIME017","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME025","TIME026","TIME027","TIME028","TIME029","TIME030","TIME031","TIME032","TIME033","TIME034","TIME035","TIME036","TIME037","TIME038","TIME039","TIME040","TIME041","TIME042","TIME043","TIME044","TIME045","TIME046","TIME047","TIME048","TIME049","TIME050","TIME051","TIME052","TIME053","TIME054","TIME055","TIME056","TIME057","TIME058","TIME059","TIME060","TIME061","TIME062","TIME063","TIME064","TIME065","TIME066","TIME067","TIME068","TIME069","TIME070","TIME071","TIME072","TIME073","TIME074","TIME075","TIME076","TIME077","TIME078","TIME079","TIME080","TIME081","TIME082","TIME083","TIME084","TIME085","TIME086","TIME087","TIME_SUM","LASTDATA","LASTPAGE","MISSING","MISSREL","TIME_RSI"
1037,"06.12.2023 17:17",1,1,2,4,3,4,4,4,3,2,3,2,2,5,2,2,3,9,43,33,23,51,49,11,59,12,62,14,58,50,17,35,18,42,57,10,41,7,67,53,44,13,52,24,6,37,25,60,1,54,27,26,64,65,34,55,22,20,45,66,30,40,31,38,61,3,56,29,19,4,46,36,8,21,39,5,47,32,63,15,16,48,28,2,0,4,0,21,2,4,1,2,1,1,1,1,1,1,1,101,101,1,101,101,101,101,101,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1,1,1,101,1,101,101,101,101,101,101,101,101,1,1,1,1,101,101,101,101,101,101,101,101,101,1,1,1,1,1,1,101,101,101,51,101,101,101,1,9,9,4,5,9,9,9,4,9,5,9,5,4,3,1044,33,131,114,117,11,166,89,194,89,295,18,18,138,13,3,5,35,3,3,6,6,28,5,3,4,2,5,3,13,7,2,2,2,4,2,2,4,21,2,17084,4,6,19,4,25,3,6,2,8,3,2,2,2,5,4,2,10,3,3,3,1,55,3,2,15,8,4,2,2,3,2,18,3,3,2,7,5,4,3,5,30,77,1503,"06.12.2023 22:52",87,1,0,1.44
1038,"06.12.2023 17:17",1,3,4,4,5,2,2,2,4,4,4,2,1,4,2,3,2,12,21,3,13,35,56,61,32,58,36,4,55,31,48,34,28,60,65,42,9,40,39,46,38,22,29,25,37,24,14,30,8,51,5,52,17,59,63,64,26,49,2,18,66,50,6,19,7,20,47,44,15,16,53,43,41,27,57,23,54,33,10,1,67,62,45,11,0,0,0,18,2,4,1,1,1,5,5,17,4,1,2,11,13,14,17,86,33,1,1,72,19,80,50,75,72,61,11,71,66,23,6,59,23,4,1,64,6,22,1,32,15,77,101,75,78,80,77,77,6,6,20,1,18,85,99,89,72,72,99,101,16,67,35,14,1,69,73,86,98,101,101,101,101,101,1,9,9,4,5,9,6,5,4,7,5,9,5,1,1,7,17321,65,151,132,9,196,59,18,82,22,17,22,73,28,5,11,11,10,5,4,9,5,11,13,5,6,8,9,12,6,5,9,32,14,17,5,7,22,13,6,6,22,26,4,9,14,23,6,4,5,9,8,8,11,21,7,5,5,18,26,9,8,4,7,10,5,6,10,10,7,4,16,6,9,13,29,4,6,4,11,32,29,1639,"06.12.2023 22:33",87,1,0,0.78
1051,"06.12.2023 17:18",1,4,2,3,3,2,2,3,4,4,4,1,3,3,2,2,4,36,33,40,64,46,31,12,41,43,50,13,65,66,60,15,3,29,61,42,57,14,21,1,23,18,34,53,67,7,32,44,62,2,19,5,59,35,8,17,39,37,55,20,10,49,45,27,26,22,16,54,28,24,58,56,38,48,47,63,9,52,11,4,6,30,51,25,0,5,0,25,1,6,1,1,1,6,3,10,18,14,12,14,18,97,17,24,17,76,12,86,91,101,101,83,19,15,81,101,22,86,19,52,17,10,11,31,14,11,10,101,1,77,89,16,86,101,75,83,14,1,7,4,18,14,91,88,101,14,85,101,89,90,18,9,1,94,21,94,78,79,101,87,101,89,1,9,9,5,4,9,6,9,3,4,6,9,5,1,3,11,34,218,92,93,10,142,89,9,14,170,2,31,126,6,14,4,4,6,30,13,5,5,5,6,5,6,8,10,15,11,8,6,21,28,12,46,5,55,11,4,11,34,9,13,11,16,10,27,12,15,8,42,20,6,7,30,29,5,6,11,5,7,14,10,9,39,15,11,5,6,5,9,4,28,8,23,13,5,5,9,18,48,1849,"06.12.2023 17:51",87,1,0,0.78
1052,"06.12.2023 17:18",1,2,5,2,5,2,5,5,5,4,2,1,1,3,5,4,1,8,1,6,21,7,44,50,47,18,42,51,37,3,27,16,43,48,45,38,9,5,14,13,64,66,40,46,35,55,34,61,29,31,41,59,10,30,24,28,12,36,39,4,32,17,22,19,20,33,54,56,57,15,25,26,2,67,63,65,49,62,53,23,52,58,60,11,0,24,0,20,2,4,1,2,1,4,2,96,72,92,7,92,5,6,8,7,6,5,9,97,94,97,5,97,7,2,97,92,96,99,6,10,6,10,5,5,9,6,8,5,5,97,97,90,10,94,94,95,6,5,8,8,6,8,96,95,97,6,100,97,98,8,5,1,4,4,7,98,97,95,53,101,100,94,1,8,9,4,5,9,6,5,4,7,5,8,5,3,2,17141,396,92,56,49,13,197,67,16,29,480,24,65,90,4,17,4,5,5,4,3,4,5,4,3,3,4,5,3,3,5,5,4,5,3,3,4,5,4,4,3,4,3,3,3,3,4,3,5,4,3,5,4,3,5,7,5,3,4,4,3,3,4,4,5,5,3,4,7,9,4,4,4,4,4,4,3,5,5,3,3,41,20,1112,"06.12.2023 22:35",87,1,0,1.37
1054,"06.12.2023 17:18",1,1,1,3,3,5,2,3,5,1,5,2,2,5,1,3,1,27,31,34,56,3,64,29,6,60,52,63,2,20,38,44,16,12,24,62,22,40,33,55,47,32,67,37,8,13,15,43,14,23,7,25,9,58,45,42,36,49,54,1,30,18,41,10,19,50,65,48,57,59,51,11,28,35,53,61,26,21,4,39,5,17,66,46,0,0,0,22,2,4,1,1,1,8,6,101,2,1,1,1,1,7,101,83,81,1,1,101,101,101,67,32,101,80,101,101,101,66,24,79,1,1,1,89,1,1,1,13,10,101,101,100,54,100,101,81,101,1,11,2,101,100,100,101,101,101,101,101,101,50,94,98,1,92,101,101,101,101,101,97,101,100,1,9,9,4,5,9,6,5,4,7,5,8,5,3,2,50,21,100,83,62,16,248,29,25,49,17,18,16,59,14,8,8,9,11,8,6,8,15,9,7,29,4,12,6,14,12,14,9,11,7,6,14,26,11,6,16,8,13,11,10,8,16,23,7,10,7,19,5,6,12,10,28,12,6,12,11,7,10,6,7,12,8,7,17,17,12,16,11,19,9,12,7,8,9,6,6,32,30,1595,"06.12.2023 17:44",87,1,0,0.68
1058,"06.12.2023 17:18",1,4,2,2,4,2,2,2,4,2,4,2,2,3,2,2,2,10,2,63,8,17,22,14,46,59,62,28,51,19,5,1,33,57,24,60,42,43,39,55,3,7,18,36,29,48,65,66,23,11,38,9,53,15,32,4,35,31,26,61,37,25,49,20,27,47,21,6,54,50,56,40,58,67,34,44,64,45,13,41,16,12,30,52,0,0,0,21,2,4,1,1,1,4,3,94,3,23,7,21,13,7,3,14,30,13,7,91,2,99,86,91,11,33,6,97,6,11,8,63,17,1,2,10,26,28,16,10,91,92,11,11,87,97,89,91,12,32,14,10,76,88,89,94,96,81,91,78,99,50,13,30,1,93,82,95,92,94,91,91,101,11,2,9,9,6,2,2,2,9,1,1,9,9,8,1,5,37,19,1205,77,252,38,338,10676,15,36,19,10,14,37,5,21,5,8,8,3,5,3,8,4,4,3,4,9,17,9,4,4,9,4,3,3,3,10,9,8,5,3,3,3,3,4,8,7,4,4,5,4,9,8,7,8,4,5,2,7,7,7,2,3,11,6,3,5,7,4,2,4,4,5,3,3,6,6,3,6,5,10,28,1412,"06.12.2023 20:58",87,1,0,1.23
1063,"06.12.2023 17:18",1,3,4,4,4,3,2,2,5,1,5,1,2,4,2,2,2,63,11,52,6,10,65,13,49,61,1,19,24,44,18,62,9,5,26,57,28,45,66,33,4,36,58,22,30,37,47,32,29,48,35,56,27,7,67,16,39,64,38,2,15,3,20,41,14,21,25,31,23,54,59,17,12,51,34,53,42,60,46,40,43,8,55,50,0,0,0,20,1,4,1,2,1,3,6,81,101,1,1,17,86,1,1,1,84,101,93,101,73,94,101,73,101,101,87,101,66,8,19,51,45,1,1,20,1,98,1,76,77,101,101,86,73,91,101,101,23,1,1,1,1,101,101,101,101,101,101,94,75,53,101,1,1,101,101,101,101,101,101,84,71,87,1,9,9,1,5,9,9,5,1,9,5,9,5,1,1,9,2582,50,133,179,10,165,31,14,38,35,12,8,51,6,16,4,7,72,4,5,6,6,13,7,5,4,9,26,8,5,5,4,7,4,4,7,6,7,7,4,10,6,5,4,4,12,6,10,3,14,5,9,7,6,4,11,4,7,6,3,10,6,5,4,10,29,7,11,7,4,5,3,4,6,4,3,4,4,44,5,14,38,1274,"06.12.2023 18:24",87,1,0,1.05
1074,"06.12.2023 17:19",1,4,1,3,4,4,2,1,4,3,4,2,1,4,1,1,2,18,7,67,10,46,33,44,56,1,6,22,19,53,39,24,3,45,49,9,55,52,17,38,37,59,11,58,50,35,54,27,31,65,26,23,5,28,36,20,60,15,41,14,61,64,4,43,8,32,21,66,16,62,42,51,29,48,47,30,25,2,12,57,13,40,34,63,0,1,1,20,2,4,1,1,1,6,4,8,14,23,10,52,13,14,24,101,29,11,84,80,23,13,16,99,82,11,27,65,16,25,16,49,12,18,18,21,12,21,8,80,17,88,100,12,78,84,71,89,23,13,16,16,85,81,78,87,101,84,91,84,77,11,98,1,1,101,101,101,82,86,101,58,55,86,1,7,9,4,5,9,5,5,4,7,5,8,5,3,3,4176,10,25,67,46,5,117,21,10,29,21,7,15,21,6,7,4,10,5,3,7,4,27,6,4,5,4,6,2,10,4,7,9,4,4,5,5,6,5,6,3,4,5,6,4,5,6,6,9,6,3,4,5,4,9,10,8,4,5,8,2,15,5,4,3,3,3,5,5,4,3,4,7,4,17,9,2,4,5,8,3,18,69,893,"06.12.2023 18:43",87,1,0,1.31
1075,"06.12.2023 17:19",1,4,3,4,3,2,2,4,4,2,2,3,2,4,2,3,2,18,28,25,53,14,26,9,33,16,60,24,10,15,61,31,3,30,63,66,64,17,23,50,55,34,37,49,39,52,40,32,5,20,44,35,57,38,19,13,22,46,1,7,36,29,47,6,43,56,51,27,42,45,48,11,59,4,12,21,58,2,41,67,62,8,54,65,0,0,0,20,2,4,1,1,1,4,3,32,17,1,1,10,8,5,6,96,29,1,1,101,58,78,101,101,90,62,52,92,101,17,27,1,14,1,87,12,83,9,72,30,86,101,87,78,28,101,101,83,92,24,9,5,78,101,63,87,101,101,67,58,81,1,20,1,1,15,82,101,63,99,100,101,101,83,2,9,9,5,3,8,5,8,2,5,6,9,7,2,4,6,28,4479,301,176,28,459,108,17,97,27,22,20,148,34,14,9,5,22,14,22,6,15,17,13,18,9,66,14,8,6,6,10,11,12,8,17,13,5,17,8,59,6,6,22,13,8,8,10,8,54,11,18,9,19,72,13,13,9,28,8,18,11,12,7,23,5,6,7,5,6,9,11,10,77,9,8,9,17,6,8,79,41,2383,"06.12.2023 19:17",87,1,0,0.6
1078,"06.12.2023 17:19",1,2,4,2,3,3,4,1,3,1,3,1,3,5,1,1,1,21,39,48,58,31,61,14,12,28,43,11,45,55,47,49,33,29,2,15,23,42,16,36,3,24,59,26,20,65,17,19,25,56,13,18,54,30,60,27,67,57,7,51,63,8,41,40,38,62,34,35,52,50,32,66,5,1,37,10,53,9,6,44,22,4,46,64,0,0,0,31,3,7,1,1,1,6,9,1,1,1,1,1,1,1,1,1,1,1,1,101,101,101,101,101,101,49,1,101,82,1,1,101,1,1,1,27,22,1,1,52,101,101,101,101,101,101,101,101,43,20,1,1,101,101,101,101,101,101,101,101,101,50,1,1,1,101,101,101,101,101,101,101,101,101,1,9,9,9,1,9,1,9,1,1,9,9,9,1,1,23,23,28,67,70,6,284,80,9,21,18,12,14,83,14,4,4,5,5,7,6,35,19,16,11,11,9,5,18,6,6,10,38,43,12,22,11,24,8,17,13,19,26,15,7,5,24,17,15,17,4,5,7,9,9,22,16,5,15,26,9,8,4,11,4,7,5,8,7,13,33,4,19,19,10,14,6,6,29,6,5,48,33,1561,"06.12.2023 17:47",87,1,0,0.78
1079,"06.12.2023 17:19",1,4,4,3,4,2,2,3,4,3,4,3,2,2,4,2,3,48,30,16,33,55,47,57,17,25,1,4,5,32,50,22,46,12,54,42,39,20,35,14,7,36,29,2,49,26,6,59,38,62,37,66,28,61,67,51,44,15,3,40,52,64,18,27,13,43,23,9,34,45,56,63,31,41,19,53,11,21,65,60,10,8,58,24,0,1,1,20,2,4,1,2,1,8,6,25,78,21,85,32,21,16,25,18,18,77,1,101,62,101,21,101,80,84,91,101,86,99,101,97,14,101,54,78,28,17,72,19,13,83,91,16,17,68,7,50,47,18,16,11,43,83,94,82,101,71,100,80,17,83,10,13,1,84,50,101,78,80,101,101,72,101,1,8,9,5,5,9,1,4,3,7,5,9,5,1,9,8,17,21,53,53,6,109,25,38,4,71,6,36,41,20,5,5,7,3,3,4,5,9,19,8,7,5,4,4,6,4,6,4,4,3,5,5,4,30,6,7,6,3,9,9,4,10,39,4,4,5,4,4,5,5,11,7,4,3,7,3,4,7,21,6,2,3,4,5,5,5,4,4,6,3,4,4,5,4,4,5,13,29,973,"06.12.2023 17:35",87,1,0,1.27
1080,"06.12.2023 17:19",1,4,4,2,2,2,1,2,3,4,5,4,2,2,2,4,2,6,38,48,9,60,37,14,13,16,55,58,64,12,57,56,21,27,26,11,4,63,1,49,41,31,22,66,42,61,47,23,3,59,20,35,32,53,34,40,7,18,28,15,19,2,5,52,36,65,24,29,39,8,45,50,62,25,67,17,54,44,46,43,10,33,30,51,0,0,0,36,1,4,1,1,1,8,4,6,9,1,1,30,11,19,3,28,25,13,1,94,73,73,52,73,71,10,20,86,95,27,24,49,27,7,1,26,10,13,8,70,66,100,92,93,88,92,79,83,29,15,13,5,79,81,98,96,91,85,91,86,94,49,16,8,1,80,99,92,97,94,101,97,96,99,1,9,9,4,5,9,6,5,4,7,5,8,5,3,2,2272,82,164,183,81,30,279,60,31,146,38,28,22,163,17,8,5,15,8,11,10,8,9,6,7,4,9,6,8,17,9,13,12,35,8,33,9,13,7,8,7,5,8,7,10,10,15,19,7,5,7,9,7,15,10,12,8,6,29,23,7,8,4,4,8,8,10,7,7,5,3,4,10,5,3,5,4,13,5,11,7,68,85,2130,"06.12.2023 18:32",87,1,0,0.72
1083,"06.12.2023 17:20",1,4,3,2,4,3,1,2,4,3,5,1,2,4,1,4,4,52,13,51,4,34,24,33,15,49,37,47,61,60,42,8,3,14,6,29,20,59,22,2,39,57,36,58,23,67,48,10,31,55,64,30,9,5,40,50,16,21,45,26,12,19,63,7,28,11,32,17,56,1,54,41,44,65,35,66,43,46,53,62,18,27,38,25,0,0,1,22,3,4,1,1,1,2,4,39,1,1,1,50,1,1,1,67,53,47,1,101,101,101,101,101,101,101,80,101,101,101,52,52,1,30,1,74,1,1,1,101,101,101,101,101,101,101,101,101,77,1,1,1,101,101,101,101,101,101,101,101,61,50,1,1,1,101,101,101,101,101,101,101,101,101,1,9,9,5,5,9,5,5,1,1,5,9,5,1,4,2216,22,22,115,172,4,67,9,9,52,13,6,31,23,13,8,5,7,20,17,5,5,10,16,11,4,3,5,3,5,5,4,5,14,3,3,10,21,9,10,9,5,10,7,5,12,3,11,4,4,5,5,4,9,14,18,11,8,6,27,7,4,3,4,4,3,12,9,7,7,7,5,5,6,4,3,3,5,4,10,6,8,40,1127,"06.12.2023 18:16",87,1,0,1.14
1085,"06.12.2023 17:22",1,4,3,4,4,3,1,3,3,2,5,1,1,3,2,1,3,16,48,66,31,43,47,22,18,28,46,32,40,3,11,20,7,44,38,53,60,2,1,12,30,34,41,15,24,61,23,29,9,52,36,13,49,6,17,58,50,25,45,26,59,37,35,57,56,10,51,14,64,62,5,39,42,65,63,19,54,33,27,67,8,55,4,21,0,0,0,32,2,7,1,2,1,5,7,93,42,6,1,1,43,1,1,15,39,1,1,101,101,99,97,101,51,24,8,92,84,85,29,51,1,81,1,14,32,26,1,51,52,101,101,101,101,101,80,101,11,28,8,1,49,92,20,32,1,101,101,101,1,50,1,17,1,75,86,101,40,101,96,101,101,101,1,9,9,9,1,1,1,9,1,1,9,9,9,1,9,14,7,960,1179,19,9,241,96,53,82,16,7,13,23,9,6,8,4,7,9,11,25,12,11,8,6,7,12,6,9,10,11,9,9,14,19,8,7,10,6,7,7,9,9,10,10,9,7,9,6,26,6,8,11,9,9,17,12,6,10,5,5,11,7,8,6,9,35,10,11,5,8,16,8,4,6,6,8,7,21,6,12,15,1414,"06.12.2023 18:19",87,1,0,0.84
1088,"06.12.2023 17:28",1,3,4,3,5,3,4,3,5,2,5,3,2,4,2,3,2,31,51,8,15,26,11,36,28,49,56,20,5,17,18,64,7,46,33,63,57,60,54,32,3,21,42,58,22,10,62,43,35,27,29,4,41,25,40,37,34,1,48,13,47,39,30,45,59,53,61,23,9,24,38,66,12,65,67,19,55,52,44,2,16,50,6,14,0,0,0,19,2,4,1,1,1,9,8,22,25,12,30,22,35,21,22,74,32,20,74,101,24,83,26,94,19,40,37,83,27,19,21,50,25,17,24,16,25,25,18,95,93,87,85,71,73,80,76,76,51,30,21,30,89,87,77,78,98,74,70,74,76,51,13,17,1,97,101,84,76,90,101,86,65,78,1,9,9,5,5,9,6,5,4,7,5,8,5,3,2,8,63,83,112,182,5,559,16,15,6,19,16,21,19,10,26,18,7,49,12,12,9,13,12,11,14,14,13,10,14,12,14,35,22,13,7,12,13,19,11,11,15,7,8,16,6,17,12,12,17,12,10,23,14,25,11,8,11,6,7,20,12,6,10,10,10,15,7,13,7,8,8,23,17,6,12,33,13,10,24,16,23,17,2024,"06.12.2023 18:03",87,1,0,0.68
1089,"06.12.2023 17:29",1,4,4,2,5,1,2,5,5,4,4,2,1,4,4,5,4,16,15,66,33,22,65,24,64,54,36,26,31,17,13,63,6,4,38,58,44,12,39,27,52,67,40,21,51,46,10,50,49,28,45,62,48,11,19,34,59,2,35,8,53,25,5,61,42,55,47,7,32,41,43,1,60,29,57,9,56,37,3,20,14,18,30,23,0,0,4,23,2,4,1,2,1,3,1,63,40,27,45,47,30,43,30,40,38,38,31,101,101,101,1,101,101,101,39,101,101,60,61,50,30,55,33,36,1,1,1,41,101,101,101,101,101,101,101,25,41,1,36,66,78,101,101,101,101,101,61,74,68,52,1,38,1,101,101,101,1,101,101,101,64,67,1,9,9,4,5,9,6,5,4,5,5,5,5,3,1,21,27,92,107,65,7,168,31,17,32,19,3,50,42,6,8,14,4,3,10,7,6,11,6,3,3,8,4,4,11,14,14,7,18,7,7,40,12,8,11,7,8,15,6,7,6,5,10,8,4,5,4,8,6,15,7,8,9,5,14,25,6,7,4,18,13,6,18,41,3,160,3,9,4,8,8,4,5,5,3,4,9,26,1284,"06.12.2023 17:53",87,1,0,0.98
1090,"06.12.2023 17:30",1,4,4,3,5,3,1,1,5,4,3,1,1,2,1,2,1,54,26,55,37,16,56,59,21,1,3,4,38,61,67,40,8,7,52,47,17,32,30,66,15,49,41,6,53,31,2,45,39,60,43,18,9,42,5,27,11,24,22,14,36,25,57,65,64,23,33,20,62,51,35,12,19,44,48,58,13,29,28,63,34,46,10,50,0,0,0,19,2,4,1,2,1,4,6,11,1,13,1,1,7,13,1,101,101,1,4,101,99,101,88,101,94,101,3,101,96,6,4,51,1,94,7,3,1,5,101,90,91,101,101,101,90,92,101,94,1,1,6,1,94,97,95,99,101,98,100,101,100,52,1,2,1,96,91,101,101,100,101,101,101,89,1,9,9,1,5,9,6,5,4,7,5,8,5,3,2,64,48,100,88,128,22,330,70,141,115,29,24,226,224,7,9,6,13,25,23,11,18,43,14,16,9,14,41,7,27,11,12,14,15,8,34,23,17,14,12,13,10,7,18,13,7,25,23,32,13,25,26,13,46,15,95,19,10,15,26,11,15,11,7,10,9,14,49,17,16,42,5,25,2621,12,8,17,13,9,30,22,32,39,2443,"06.12.2023 19:02",87,1,0,0.44
1091,"06.12.2023 17:36",1,4,4,2,4,4,2,3,4,2,2,2,2,2,1,3,2,62,44,11,47,1,46,16,41,6,13,45,30,26,32,42,60,53,39,50,40,59,19,36,64,61,25,2,23,15,20,54,22,51,21,28,43,24,31,38,33,56,27,55,65,8,67,49,7,18,12,14,3,9,35,57,66,29,5,4,17,48,58,10,63,34,52,37,0,0,0,19,2,4,1,2,1,2,2,33,22,13,1,67,17,21,9,8,11,17,6,93,40,39,62,73,26,33,25,88,52,11,27,50,17,18,9,29,26,31,8,79,76,95,95,62,29,91,86,83,6,12,17,11,36,76,92,88,57,92,75,92,95,51,16,1,1,101,89,81,86,92,101,85,81,78,1,9,9,4,5,9,6,5,4,7,5,8,5,3,3,31,38,50,208,158,21,214,50,9,34,17,11,13,50,19,5,6,6,21,5,10,5,18,23,7,5,6,14,13,22,9,8,11,7,9,29,8,12,9,9,24,20,6,7,16,12,27,5,7,8,12,5,7,7,12,7,7,6,35,4,8,29,10,7,11,10,7,7,15,6,5,21,26,9,6,8,10,6,8,6,8,12,37,1676,"06.12.2023 18:04",87,1,0,0.77
1093,"06.12.2023 17:38",1,4,2,2,5,3,3,2,4,2,4,1,1,4,2,2,1,17,3,31,24,37,13,5,45,53,32,41,29,20,40,44,10,43,1,56,21,6,12,14,58,54,22,50,60,7,66,34,42,23,57,51,63,38,8,16,25,11,47,67,61,48,39,28,9,19,65,18,36,64,15,59,62,46,4,55,30,49,33,26,27,52,35,2,0,2,0,18,2,4,1,2,1,3,4,50,51,25,1,83,101,1,13,48,17,27,47,50,46,50,49,50,89,76,94,50,88,101,44,50,53,46,18,72,40,25,23,14,84,44,14,25,101,98,94,101,52,31,49,19,50,53,101,95,47,91,51,85,49,47,47,27,1,56,101,86,101,101,101,74,52,1,1,9,9,4,5,9,6,5,4,7,5,7,5,3,2,88,19,604,100,315,58,112,30,13,67,89,19,14,41,5,7,4,3,4,4,5,3,4,5,3,3,3,2,2,5,3,38,4,3,5,5,2,2,4,2,2,4,4,3,4,3,4,3,3,3,4,8,4,3,5,4,3,2,3,2,5,7,3,2,4,3,2,3,3,2,2,9,3,2,4,2,3,3,2,2,17,19,38,1342,"06.12.2023 18:09",87,1,0,1.65
1098,"06.12.2023 17:40",1,3,1,3,5,5,1,1,5,1,5,1,1,5,1,1,1,66,28,8,67,56,51,31,20,29,61,22,60,36,34,46,55,7,19,42,33,6,32,30,35,15,58,45,27,57,13,54,59,21,41,2,9,11,53,49,40,18,24,52,47,65,23,4,10,14,17,64,62,63,39,25,37,48,16,44,26,43,38,1,5,12,3,50,0,1,0,19,2,4,1,2,1,7,4,50,50,51,50,51,47,50,51,51,47,50,50,1,50,49,49,53,50,48,50,50,49,49,46,50,50,51,51,52,50,50,50,51,47,101,101,49,50,50,50,50,50,50,51,49,50,101,50,50,101,50,49,49,49,48,50,48,1,51,47,49,50,101,101,50,101,49,1,9,9,4,5,9,6,5,4,7,5,8,5,3,3,20,26,84,93,78,6,117,41,8,48,76,10,12,50,4,5,9,5,11,3,4,4,7,6,6,6,7,3,3,8,9,7,3,7,19,6,4,4,4,5,4,9,3,9,3,2,10,3,16,10,5,4,5,4,8,4,5,4,6,6,6,12,13,7,3,6,5,4,5,6,4,5,3,9,4,4,22,11,9,17,4,19,41,1167,"06.12.2023 17:59",87,1,0,1.17
1105,"06.12.2023 17:56",1,4,1,2,4,3,1,4,4,4,4,2,1,2,2,2,2,15,48,9,18,16,51,25,62,57,14,50,19,22,24,17,2,4,46,54,20,10,38,33,27,6,8,26,44,41,1,34,58,32,35,7,45,30,40,13,49,55,12,60,3,23,59,47,37,11,63,29,39,66,43,36,64,5,67,61,53,28,21,52,65,56,31,42,0,4,3,22,2,4,1,2,1,4,1,16,21,1,1,21,1,1,82,17,19,3,81,101,86,101,101,101,88,87,101,1,83,83,1,81,77,84,1,17,1,23,1,22,11,101,85,93,96,88,101,82,20,94,1,1,1,101,85,86,101,100,85,101,101,52,10,1,1,101,101,89,93,101,101,83,91,101,1,9,9,6,2,2,3,3,3,1,6,8,9,1,9,12,20,79,78,72,13,485,1577,11,199,72,47810,21,17271,25,6,5,2,6,3,4,7,4,4,3,4,5,3,4,9,3,3,4,3,49,3,2,7,7,18,2,2,4,21,3,3,4,3,4,3,3,3,3,2,3,4,3,5,3,2,2,3,4,2,3,3,2,4,7,10,6,3,3,4,3,8,3,2,2,3,3,19,50,1542,"07.12.2023 12:52",87,1,0,1.51
1106,"06.12.2023 17:57",1,2,4,2,3,3,1,3,3,1,3,2,3,1,2,4,4,13,2,16,19,37,45,24,63,43,58,15,8,35,34,27,28,62,14,3,18,30,17,40,23,31,59,47,10,66,1,4,48,11,39,25,49,36,57,44,53,67,56,9,61,32,50,33,60,6,29,21,12,26,46,51,64,22,38,7,54,42,55,65,5,52,41,20,0,3,4,23,2,4,1,2,1,3,1,17,14,21,6,23,24,1,22,83,17,19,7,98,100,101,1,92,22,23,21,101,26,9,18,101,19,21,18,25,9,14,18,87,101,93,101,89,101,95,101,101,24,14,21,10,26,87,98,101,101,101,91,101,101,1,24,1,10,99,101,100,101,98,88,101,101,101,1,9,9,9,1,1,1,9,1,1,9,9,9,1,9,2,6994,37,71,48,8,126,31,15,10,137,3,31,5,4,10,3,2,3,2,2,2,69,3,5,10,3,4,5,5,3,3,10,3,3,5,3,3,5,3,5,3,6,32,5,3,3,4,2,3,2,4,3,3,2,3,5,4,15,5,2,3,3,4,7,3,5,3,5,4,5,15,5,3,3,2,3,3,3,2,2,13,27,894,"06.12.2023 20:09",87,1,0,1.68
